/* L = 128, Z = 27000 */
/* p;ocurrencias de percolacion;Masa promedio */
0.517100;0;0
0.517200;0;0
0.517300;0;0
0.517400;0;0
0.517500;0;0
0.517600;0;0
0.517700;0;0
0.517800;0;0
0.517900;0;0
0.518000;0;0
0.518100;0;0
0.518200;0;0
0.518300;0;0
0.518400;0;0
0.518500;0;0
0.518600;0;0
0.518700;0;0
0.518800;0;0
0.518900;0;0
0.519000;0;0
0.519100;0;0
0.519200;0;0
0.519300;0;0
0.519400;0;0
0.519500;0;0
0.519600;0;0
0.519700;0;0
0.519800;0;0
0.519900;0;0
0.520000;0;0
0.520100;0;0
0.520200;0;0
0.520300;0;0
0.520400;0;0
0.520500;1;1327
0.520600;0;0
0.520700;0;0
0.520800;0;0
0.520900;0;0
0.521000;0;0
0.521100;0;0
0.521200;0;0
0.521300;0;0
0.521400;0;0
0.521500;0;0
0.521600;0;0
0.521700;0;0
0.521800;0;0
0.521900;0;0
0.522000;0;0
0.522100;0;0
0.522200;0;0
0.522300;0;0
0.522400;0;0
0.522500;0;0
0.522600;0;0
0.522700;0;0
0.522800;0;0
0.522900;0;0
0.523000;0;0
0.523100;0;0
0.523200;0;0
0.523300;0;0
0.523400;0;0
0.523500;0;0
0.523600;0;0
0.523700;0;0
0.523800;0;0
0.523900;0;0
0.524000;0;0
0.524100;0;0
0.524200;0;0
0.524300;0;0
0.524400;0;0
0.524500;1;1667
0.524600;0;0
0.524700;0;0
0.524800;0;0
0.524900;1;1501
0.525000;0;0
0.525100;0;0
0.525200;0;0
0.525300;2;2741
0.525400;0;0
0.525500;0;0
0.525600;0;0
0.525700;1;1521
0.525800;0;0
0.525900;0;0
0.526000;0;0
0.526100;0;0
0.526200;0;0
0.526300;0;0
0.526400;0;0
0.526500;0;0
0.526600;0;0
0.526700;0;0
0.526800;0;0
0.526900;1;1211
0.527000;0;0
0.527100;0;0
0.527200;0;0
0.527300;0;0
0.527400;1;1125
0.527500;1;1569
0.527600;0;0
0.527700;0;0
0.527800;1;1425
0.527900;0;0
0.528000;1;2055
0.528100;0;0
0.528200;0;0
0.528300;1;1300
0.528400;0;0
0.528500;0;0
0.528600;0;0
0.528700;1;1383
0.528800;1;1790
0.528900;0;0
0.529000;0;0
0.529100;0;0
0.529200;1;2282
0.529300;0;0
0.529400;0;0
0.529500;1;1603
0.529600;0;0
0.529700;0;0
0.529800;0;0
0.529900;1;1444
0.530000;0;0
0.530100;0;0
0.530200;0;0
0.530300;1;1748
0.530400;0;0
0.530500;0;0
0.530600;0;0
0.530700;0;0
0.530800;0;0
0.530900;1;2439
0.531000;0;0
0.531100;0;0
0.531200;2;3299
0.531300;3;5006
0.531400;0;0
0.531500;1;1694
0.531600;0;0
0.531700;3;5543
0.531800;1;1048
0.531900;0;0
0.532000;2;2834
0.532100;0;0
0.532200;0;0
0.532300;0;0
0.532400;1;1837
0.532500;1;1827
0.532600;1;1780
0.532700;0;0
0.532800;0;0
0.532900;3;4114
0.533000;1;2116
0.533100;0;0
0.533200;1;1861
0.533300;1;1404
0.533400;3;4840
0.533500;2;3642
0.533600;0;0
0.533700;2;3701
0.533800;3;5038
0.533900;3;5689
0.534000;1;1324
0.534100;3;4967
0.534200;2;3240
0.534300;3;5353
0.534400;0;0
0.534500;0;0
0.534600;3;5533
0.534700;2;2925
0.534800;0;0
0.534900;0;0
0.535000;0;0
0.535100;4;7271
0.535200;1;1329
0.535300;2;2975
0.535400;4;7134
0.535500;0;0
0.535600;1;2152
0.535700;4;7205
0.535800;3;5245
0.535900;1;1048
0.536000;4;5988
0.536100;3;5170
0.536200;4;6384
0.536300;0;0
0.536400;2;3275
0.536500;2;3624
0.536600;5;7931
0.536700;1;2207
0.536800;5;10097
0.536900;3;5116
0.537000;1;1500
0.537100;12;20649
0.537200;4;6942
0.537300;5;8194
0.537400;3;6072
0.537500;2;4927
0.537600;2;3271
0.537700;3;5433
0.537800;2;3322
0.537900;5;10462
0.538000;5;8624
0.538100;2;4161
0.538200;2;3941
0.538300;1;1811
0.538400;3;5321
0.538500;5;9323
0.538600;3;5518
0.538700;4;8046
0.538800;4;6141
0.538900;4;8190
0.539000;2;4214
0.539100;2;2864
0.539200;7;12743
0.539300;6;10138
0.539400;6;12285
0.539500;4;7886
0.539600;3;5152
0.539700;5;8456
0.539800;3;5600
0.539900;6;10318
0.540000;5;9562
0.540100;7;12116
0.540200;6;10647
0.540300;4;6418
0.540400;2;3601
0.540500;8;12791
0.540600;5;9268
0.540700;3;5444
0.540800;8;14270
0.540900;7;14176
0.541000;4;7958
0.541100;6;11117
0.541200;4;7720
0.541300;9;17443
0.541400;4;7536
0.541500;5;8789
0.541600;13;25271
0.541700;3;4919
0.541800;8;16496
0.541900;16;27982
0.542000;10;18280
0.542100;5;9718
0.542200;7;12119
0.542300;17;33965
0.542400;11;23817
0.542500;14;26894
0.542600;10;17685
0.542700;14;25970
0.542800;5;8769
0.542900;7;14148
0.543000;8;15771
0.543100;11;18964
0.543200;17;32962
0.543300;10;19616
0.543400;13;27280
0.543500;20;41227
0.543600;13;25672
0.543700;9;18487
0.543800;8;13257
0.543900;16;32902
0.544000;11;19880
0.544100;18;34182
0.544200;16;33912
0.544300;24;45491
0.544400;17;36152
0.544500;18;32469
0.544600;20;42126
0.544700;19;39158
0.544800;14;29217
0.544900;18;32895
0.545000;26;53434
0.545100;18;35262
0.545200;17;35900
0.545300;17;35319
0.545400;23;45444
0.545500;9;17764
0.545600;22;47213
0.545700;23;47055
0.545800;20;40907
0.545900;25;51645
0.546000;23;49566
0.546100;24;51347
0.546200;19;38906
0.546300;11;23535
0.546400;24;49985
0.546500;23;41697
0.546600;36;76217
0.546700;36;74609
0.546800;26;55327
0.546900;32;65134
0.547000;27;55532
0.547100;16;32762
0.547200;33;72950
0.547300;24;50007
0.547400;29;62025
0.547500;30;62554
0.547600;30;69168
0.547700;36;74673
0.547800;18;38648
0.547900;34;70102
0.548000;26;55974
0.548100;25;54305
0.548200;32;65866
0.548300;29;61972
0.548400;44;89912
0.548500;45;91778
0.548600;31;66386
0.548700;33;67236
0.548800;44;101048
0.548900;27;59216
0.549000;30;70892
0.549100;35;79415
0.549200;37;81057
0.549300;36;73693
0.549400;58;126033
0.549500;40;90738
0.549600;42;92864
0.549700;38;83856
0.549800;47;104338
0.549900;44;100696
0.550000;57;125160
0.550100;52;115483
0.550200;34;75852
0.550300;43;105040
0.550400;59;129587
0.550500;62;132844
0.550600;55;122042
0.550700;54;118774
0.550800;65;149646
0.550900;56;121161
0.551000;49;114326
0.551100;66;148661
0.551200;65;145894
0.551300;71;156965
0.551400;58;129938
0.551500;48;108507
0.551600;55;131863
0.551700;64;138662
0.551800;56;128049
0.551900;69;152764
0.552000;71;161800
0.552100;69;160607
0.552200;87;205336
0.552300;73;175914
0.552400;77;184730
0.552500;74;172652
0.552600;85;189979
0.552700;84;201822
0.552800;79;197488
0.552900;90;209910
0.553000;89;207811
0.553100;83;198044
0.553200;89;216459
0.553300;84;192451
0.553400;80;181063
0.553500;86;206664
0.553600;117;272832
0.553700;84;197801
0.553800;109;258242
0.553900;93;220691
0.554000;97;232572
0.554100;116;279959
0.554200;98;237281
0.554300;96;236854
0.554400;108;258354
0.554500;119;279889
0.554600;147;348689
0.554700;120;297028
0.554800;126;304049
0.554900;135;326610
0.555000;128;313719
0.555100;133;320535
0.555200;135;335385
0.555300;134;316279
0.555400;149;361783
0.555500;146;357714
0.555600;140;338023
0.555700;133;324984
0.555800;153;371254
0.555900;144;356539
0.556000;150;358857
0.556100;161;407044
0.556200;144;359305
0.556300;162;414237
0.556400;180;459549
0.556500;178;450276
0.556600;178;431747
0.556700;152;370586
0.556800;163;407144
0.556900;187;506505
0.557000;162;413471
0.557100;173;430593
0.557200;194;488026
0.557300;169;432571
0.557400;180;455881
0.557500;186;489376
0.557600;210;534404
0.557700;212;547586
0.557800;188;468470
0.557900;204;527658
0.558000;247;633306
0.558100;234;598621
0.558200;218;579634
0.558300;224;589373
0.558400;217;566772
0.558500;213;568054
0.558600;215;549797
0.558700;255;640821
0.558800;258;672809
0.558900;233;603624
0.559000;238;626166
0.559100;270;720225
0.559200;255;675944
0.559300;251;665646
0.559400;282;747057
0.559500;294;788126
0.559600;265;706048
0.559700;296;802209
0.559800;268;721487
0.559900;307;829283
0.560000;315;842703
0.560100;283;774116
0.560200;305;822541
0.560300;294;801243
0.560400;308;834163
0.560500;325;878975
0.560600;313;831133
0.560700;366;992606
0.560800;300;823272
0.560900;305;834110
0.561000;403;1087384
0.561100;358;1014939
0.561200;361;1000191
0.561300;373;1010773
0.561400;405;1096879
0.561500;409;1129690
0.561600;401;1097944
0.561700;379;1061185
0.561800;423;1158443
0.561900;422;1161519
0.562000;428;1216691
0.562100;413;1198025
0.562200;457;1269957
0.562300;449;1250803
0.562400;442;1232145
0.562500;444;1268657
0.562600;448;1288259
0.562700;468;1308297
0.562800;469;1344782
0.562900;458;1296841
0.563000;488;1382342
0.563100;478;1384406
0.563200;510;1472923
0.563300;531;1512818
0.563400;535;1531841
0.563500;533;1545680
0.563600;571;1619266
0.563700;591;1685264
0.563800;568;1674745
0.563900;566;1642509
0.564000;620;1784248
0.564100;577;1691618
0.564200;616;1807022
0.564300;565;1622690
0.564400;619;1807683
0.564500;616;1786067
0.564600;623;1822874
0.564700;644;1920794
0.564800;665;1946637
0.564900;680;2033365
0.565000;688;2051923
0.565100;742;2201958
0.565200;732;2189116
0.565300;710;2123003
0.565400;677;2057610
0.565500;680;2049815
0.565600;743;2276622
0.565700;764;2296582
0.565800;734;2223611
0.565900;788;2395130
0.566000;838;2498709
0.566100;821;2475089
0.566200;854;2607519
0.566300;852;2573914
0.566400;911;2718851
0.566500;879;2709245
0.566600;895;2721078
0.566700;887;2725900
0.566800;875;2671085
0.566900;887;2709234
0.567000;901;2765756
0.567100;916;2856254
0.567200;944;2986173
0.567300;987;3067103
0.567400;1003;3112469
0.567500;1040;3248522
0.567600;1025;3213751
0.567700;1031;3234327
0.567800;1077;3404614
0.567900;1016;3179474
0.568000;1092;3516394
0.568100;1098;3495677
0.568200;1126;3546978
0.568300;1127;3543789
0.568400;1149;3626052
0.568500;1124;3567315
0.568600;1168;3689062
0.568700;1216;3903706
0.568800;1217;3880416
0.568900;1236;3986380
0.569000;1240;3985039
0.569100;1283;4111461
0.569200;1187;3792094
0.569300;1277;4124050
0.569400;1291;4155956
0.569500;1374;4451343
0.569600;1345;4377020
0.569700;1403;4559839
0.569800;1293;4207227
0.569900;1438;4670467
0.570000;1443;4733890
0.570100;1532;5054834
0.570200;1531;4994607
0.570300;1508;4993277
0.570400;1490;4926758
0.570500;1619;5388275
0.570600;1539;5131908
0.570700;1541;5105568
0.570800;1587;5292532
0.570900;1654;5601000
0.571000;1652;5534815
0.571100;1669;5648156
0.571200;1657;5589646
0.571300;1696;5789328
0.571400;1699;5765697
0.571500;1785;6074926
0.571600;1800;6069161
0.571700;1829;6226275
0.571800;1797;6097949
0.571900;1899;6448388
0.572000;1803;6176190
0.572100;1877;6445992
0.572200;1915;6567366
0.572300;1964;6766554
0.572400;1959;6749388
0.572500;1992;6869275
0.572600;1998;6930738
0.572700;2041;7116411
0.572800;2025;7096141
0.572900;2094;7258674
0.573000;2159;7553857
0.573100;2136;7492865
0.573200;2140;7563493
0.573300;2218;7769577
0.573400;2311;8163886
0.573500;2244;7883163
0.573600;2311;8169043
0.573700;2349;8328255
0.573800;2428;8691894
0.573900;2396;8511903
0.574000;2352;8410321
0.574100;2539;9125050
0.574200;2544;9136515
0.574300;2495;8840004
0.574400;2580;9281750
0.574500;2531;9149689
0.574600;2595;9374393
0.574700;2645;9632791
0.574800;2581;9341858
0.574900;2757;10039847
0.575000;2797;10300910
0.575100;2805;10208945
0.575200;2899;10661056
0.575300;2861;10470725
0.575400;2855;10517555
0.575500;3021;11178307
0.575600;2906;10850600
0.575700;2897;10690804
0.575800;3088;11525694
0.575900;3067;11431267
0.576000;3180;11980200
0.576100;3202;11952597
0.576200;3231;12116445
0.576300;3215;12118353
0.576400;3336;12646803
0.576500;3204;12137633
0.576600;3396;12732939
0.576700;3416;12947923
0.576800;3367;12931598
0.576900;3428;13043992
0.577000;3504;13365059
0.577100;3521;13482951
0.577200;3537;13525793
0.577300;3618;13904963
0.577400;3733;14324505
0.577500;3725;14321704
0.577600;3809;14694125
0.577700;3767;14534160
0.577800;3845;14903144
0.577900;3903;15081816
0.578000;3996;15547746
0.578100;3958;15365120
0.578200;3921;15405173
0.578300;3960;15598953
0.578400;4042;15911158
0.578500;4197;16384137
0.578600;4156;16307852
0.578700;4252;16768874
0.578800;4288;16996028
0.578900;4300;17005580
0.579000;4408;17471461
0.579100;4267;16907167
0.579200;4504;17991055
0.579300;4581;18242247
0.579400;4718;18872580
0.579500;4591;18414423
0.579600;4577;18366530
0.579700;4711;18998569
0.579800;4850;19630699
0.579900;4769;19308863
0.580000;4863;19742803
0.580100;4926;20036306
0.580200;4965;20247756
0.580300;5000;20500769
0.580400;5066;20733962
0.580500;5077;20869057
0.580600;5161;21253154
0.580700;5278;21811264
0.580800;5153;21210073
0.580900;5260;21705147
0.581000;5337;22102522
0.581100;5401;22466820
0.581200;5470;22705273
0.581300;5615;23411409
0.581400;5588;23242874
0.581500;5677;23778894
0.581600;5699;23804029
0.581700;5814;24566091
0.581800;5815;24539192
0.581900;5894;24902518
0.582000;5941;25205848
0.582100;5926;25068556
0.582200;6087;26002228
0.582300;5948;25373266
0.582400;6180;26263070
0.582500;6250;26896805
0.582600;6312;27110971
0.582700;6395;27473551
0.582800;6335;27200660
0.582900;6361;27424005
0.583000;6568;28384715
0.583100;6598;28723218
0.583200;6673;28920246
0.583300;6649;29025097
0.583400;6784;29639854
0.583500;6819;29753928
0.583600;6867;30071671
0.583700;6880;30235845
0.583800;6964;30750176
0.583900;7008;30908793
0.584000;7207;31887370
0.584100;7097;31323834
0.584200;7141;31742322
0.584300;7439;33049242
0.584400;7324;32689044
0.584500;7482;33464433
0.584600;7519;33570977
0.584700;7430;33382213
0.584800;7613;34139119
0.584900;7712;34757191
0.585000;7797;35175872
0.585100;7754;34990651
0.585200;7971;36250217
0.585300;8143;36793579
0.585400;8157;37168989
0.585500;8163;37243788
0.585600;8124;37199030
0.585700;8362;38173261
0.585800;8369;38377095
0.585900;8304;38112626
0.586000;8496;39288288
0.586100;8546;39649155
0.586200;8581;39592263
0.586300;8677;40176477
0.586400;8783;40708225
0.586500;8930;41714880
0.586600;9037;42239521
0.586700;8771;41065501
0.586800;8977;42261487
0.586900;9030;42404207
0.587000;9120;43163887
0.587100;9129;43088004
0.587200;9252;43543388
0.587300;9331;44211570
0.587400;9448;44900545
0.587500;9562;45553833
0.587600;9609;45671685
0.587700;9591;45762267
0.587800;9771;46773821
0.587900;9854;47347836
0.588000;9907;47661284
0.588100;9918;47698572
0.588200;10153;48972611
0.588300;10122;49004189
0.588400;10113;49109246
0.588500;10334;50247974
0.588600;10183;49585800
0.588700;10500;51213762
0.588800;10468;51119120
0.588900;10493;51614717
0.589000;10772;52763832
0.589100;10756;52897180
0.589200;10803;53323956
0.589300;10909;54188178
0.589400;10904;53869828
0.589500;11120;55291255
0.589600;11142;55604685
0.589700;11200;55745115
0.589800;11330;56680267
0.589900;11224;55976286
0.590000;11323;56440453
0.590100;11383;57111503
0.590200;11395;57447953
0.590300;11571;58514037
0.590400;11683;59351201
0.590500;11717;59484607
0.590600;11878;60443137
0.590700;12005;61242232
0.590800;11861;60276573
0.590900;12105;61997304
0.591000;12223;62262700
0.591100;12363;63299344
0.591200;12296;63063175
0.591300;12400;64001620
0.591400;12337;63711533
0.591500;12454;64410527
0.591600;12618;65600952
0.591700;12968;67436110
0.591800;12619;65441486
0.591900;13092;68240568
0.592000;13068;68128671
0.592100;13082;68518933
0.592200;13197;69370314
0.592300;13167;69492830
0.592400;13172;69442284
0.592500;13338;70168962
0.592600;13488;71276766
0.592700;13674;72605966
0.592800;13504;71890688
0.592900;13603;72305318
0.593000;13732;73252552
0.593100;13938;74395771
0.593200;13880;74066884
0.593300;13942;74922268
0.593400;14164;76021227
0.593500;14221;76600393
0.593600;14178;76331968
0.593700;14378;77690051
0.593800;14397;78154046
0.593900;14445;78459064
0.594000;14624;79846696
0.594100;14642;79855128
0.594200;14689;80298144
0.594300;14734;80395193
0.594400;14815;81419557
0.594500;14967;82472859
0.594600;15027;82964486
0.594700;15106;83525449
0.594800;15054;83214582
0.594900;15157;84034366
0.595000;15406;85579309
0.595100;15324;85279897
0.595200;15479;86266416
0.595300;15548;86982193
0.595400;15610;87312963
0.595500;15876;89294760
0.595600;15698;88362754
0.595700;15915;89525574
0.595800;16054;90627322
0.595900;16019;90535741
0.596000;15992;90758026
0.596100;16279;92387631
0.596200;16137;91729343
0.596300;16271;93139855
0.596400;16302;93062873
0.596500;16458;94441276
0.596600;16481;94554223
0.596700;16609;95599028
0.596800;16686;95956847
0.596900;16666;95951490
0.597000;16750;96669215
0.597100;16928;98146565
0.597200;16891;98015533
0.597300;16836;98081417
0.597400;17034;99376988
0.597500;17102;99960853
0.597600;17236;101190197
0.597700;17493;102482357
0.597800;17478;102496109
0.597900;17511;102883740
0.598000;17579;103628383
0.598100;17702;104404154
0.598200;17852;105769880
0.598300;17685;105144724
0.598400;17944;106513427
0.598500;17948;106865286
0.598600;17975;107413175
0.598700;18146;108464894
0.598800;18246;109159701
0.598900;18203;108952907
0.599000;18282;110036222
0.599100;18343;110236148
0.599200;18492;111493068
0.599300;18552;112330230
0.599400;18457;111872588
0.599500;18710;113561983
0.599600;18804;114078175
0.599700;18781;114295619
0.599800;18868;115164328
0.599900;18992;116012086
0.600000;18795;114968345
0.600100;19151;117234865
0.600200;19264;118090674
0.600300;19101;117515257
0.600400;19230;118867354
0.600500;19361;119696436
0.600600;19474;120655507
0.600700;19554;121291922
0.600800;19510;121046382
0.600900;19578;121908633
0.601000;19588;122448264
0.601100;19691;123144586
0.601200;19928;124645658
0.601300;19974;125224516
0.601400;19923;125483415
0.601500;19991;125822439
0.601600;19993;126258322
0.601700;20129;127345310
0.601800;20116;127396182
0.601900;20116;127520882
0.602000;20347;129265285
0.602100;20401;129995426
0.602200;20412;129911125
0.602300;20431;130503222
0.602400;20548;131636072
0.602500;20656;132182242
0.602600;20574;131894436
0.602700;20718;133473612
0.602800;20648;133267869
0.602900;20931;135064348
0.603000;20848;135299651
0.603100;20896;135356528
0.603200;21010;136427476
0.603300;21005;136580156
0.603400;21222;138084157
0.603500;21179;138095073
0.603600;21151;138231874
0.603700;21306;139363726
0.603800;21305;139570084
0.603900;21384;140333153
0.604000;21500;141672988
0.604100;21536;142021842
0.604200;21642;143156494
0.604300;21670;143609560
0.604400;21748;143880556
0.604500;21682;144129135
0.604600;21764;145087502
0.604700;21869;145714648
0.604800;21958;146278664
0.604900;21958;146478792
0.605000;21828;146114057
0.605100;22010;147597293
0.605200;22150;149032772
0.605300;22078;148632091
0.605400;22137;149224165
0.605500;22220;150228685
0.605600;22248;150515191
0.605700;22427;151801953
0.605800;22451;152488242
0.605900;22511;153049841
0.606000;22522;153213749
0.606100;22673;154747126
0.606200;22555;154185528
0.606300;22581;154545594
0.606400;22647;155342562
0.606500;22857;157283384
0.606600;22820;157372264
0.606700;22762;156873149
0.606800;22868;157994594
0.606900;22916;158698945
0.607000;23055;159679661
0.607100;23172;160759435
0.607200;23072;160368010
0.607300;23223;161722181
0.607400;23148;161304434
0.607500;23155;161785026
0.607600;23270;162565865
0.607700;23304;163154074
0.607800;23294;163545433
0.607900;23434;164347771
0.608000;23438;164736037
0.608100;23426;165251301
0.608200;23499;166187161
0.608300;23515;166183437
0.608400;23654;167553206
0.608500;23566;167254595
0.608600;23665;168300148
0.608700;23658;168376822
0.608800;23712;169184156
0.608900;23765;169870335
0.609000;23787;169941592
0.609100;23923;171105360
0.609200;23887;171284938
0.609300;23974;172096216
0.609400;24019;172802034
0.609500;23958;172347859
0.609600;23989;173094985
0.609700;24054;173777686
0.609800;24058;174161106
0.609900;24163;175492077
0.610000;24075;174650815
0.610100;24177;175650107
0.610200;24281;176837769
0.610300;24277;176988823
0.610400;24312;177844582
0.610500;24413;178229331
0.610600;24455;179224328
0.610700;24467;179742740
0.610800;24451;179316940
0.610900;24447;179855645
0.611000;24587;180822601
0.611100;24540;180858999
0.611200;24562;181411229
0.611300;24630;182329178
0.611400;24688;182528153
0.611500;24612;182602338
0.611600;24675;183388558
0.611700;24797;184584469
0.611800;24770;184431310
0.611900;24771;185036996
0.612000;24781;185240147
0.612100;24872;186103083
0.612200;24876;186364626
0.612300;24949;187035413
0.612400;24955;187414399
0.612500;24924;187612016
0.612600;25001;188326022
0.612700;24983;188325268
0.612800;25094;189241684
0.612900;25022;189396273
0.613000;25092;190259156
0.613100;25053;190304499
0.613200;25104;190708752
0.613300;25175;191030867
0.613400;25153;191793731
0.613500;25243;192530187
0.613600;25254;192984533
0.613700;25330;193403455
0.613800;25332;194131171
0.613900;25243;193527350
0.614000;25294;194017264
0.614100;25375;195057513
0.614200;25385;195539360
0.614300;25413;195880482
0.614400;25438;196398308
0.614500;25487;196997346
0.614600;25414;196629163
0.614700;25506;197501022
0.614800;25459;197379980
0.614900;25539;198286385
0.615000;25597;198719615
0.615100;25562;198901508
0.615200;25588;199618292
0.615300;25649;199977774
0.615400;25583;199934119
0.615500;25656;200679844
0.615600;25608;200505145
0.615700;25642;201291555
0.615800;25697;201630087
0.615900;25700;202155971
0.616000;25711;202477205
0.616100;25728;202510988
0.616200;25767;203168065
0.616300;25817;203831919
0.616400;25837;204329321
0.616500;25818;204131177
0.616600;25852;204781698
0.616700;25867;205316529
0.616800;25937;206280412
0.616900;25904;206260850
0.617000;25896;206221983
0.617100;25961;206935101
0.617200;25951;207405588
0.617300;25972;207830304
0.617400;26053;208528614
0.617500;25974;207998058
0.617600;26061;208934983
0.617700;25971;208678111
0.617800;26103;209962410
0.617900;26085;209872769
0.618000;26074;209877044
0.618100;26062;210342149
0.618200;26061;210520428
0.618300;26136;211472373
0.618400;26092;211106784
0.618500;26082;211456283
0.618600;26157;212083075
0.618700;26188;212607485
0.618800;26196;212867703
0.618900;26197;213143988
0.619000;26241;213579660
0.619100;26230;213893602
0.619200;26219;214188224
0.619300;26250;214737596
0.619400;26243;214684417
0.619500;26275;215064491
0.619600;26306;215611529
0.619700;26260;215569588
0.619800;26314;216140478
0.619900;26322;216403461
0.620000;26335;216712547
0.620100;26288;216694370
0.620200;26299;216809431
0.620300;26362;217505187
0.620400;26377;218179207
0.620500;26356;218220132
0.620600;26385;218606373
0.620700;26371;218601005
0.620800;26414;219389721
0.620900;26435;219769396
0.621000;26464;220157235
0.621100;26454;220174858
0.621200;26475;220403726
0.621300;26475;220763717
0.621400;26456;220959929
0.621500;26487;221440662
0.621600;26488;221673574
0.621700;26482;221718525
0.621800;26522;222378394
0.621900;26528;222748561
0.622000;26545;223021112
0.622100;26511;222838701
0.622200;26519;223046524
0.622300;26519;223394320
0.622400;26541;223744046
0.622500;26533;223969672
0.622600;26550;224253398
0.622700;26543;224195230
0.622800;26542;224596219
0.622900;26546;224714406
0.623000;26600;225518983
0.623100;26576;225514870
0.623200;26586;225631569
0.623300;26596;225802756
0.623400;26598;226245247
0.623500;26632;226724854
0.623600;26658;227134631
0.623700;26647;227483865
0.623800;26643;227224820
0.623900;26678;227911316
0.624000;26655;227809852
0.624100;26650;228120695
0.624200;26646;228513955
0.624300;26691;229004435
0.624400;26660;228665286
0.624500;26688;229053131
0.624600;26667;229320777
0.624700;26707;229704213
0.624800;26657;229769589
0.624900;26699;229986669
0.625000;26710;230591229
0.625100;26720;230448542
0.625200;26723;230800572
0.625300;26717;231087867
0.625400;26718;231137557
0.625500;26731;231522955
